Value,GROUPVEG,EVT_PHYS,CHANGE
4267,Riparian,Riparian,2
4268,Riparian,Developed,5
4269,Hardwood,Riparian,2
4270,Riparian,Developed-Low Intensity,5
4271,Riparian,Developed-Low Intensity,5
4272,Hardwood-Conifer,Riparian,2
4273,Riparian,Developed,5
4274,Riparian,Agricultural,4
4275,Riparian,Developed-Low Intensity,5
4276,Riparian,Conifer,2
4277,Riparian,Developed-Low Intensity,5
4278,Hardwood,Conifer-Hardwood,2
4279,Riparian,Developed-Medium Intensity,5
4280,Hardwood,Conifer,2
4281,Riparian,Developed,5
4282,Riparian,Conifer,2
4283,Hardwood,Riparian,2
4284,Riparian,Developed,5
4285,Hardwood,Developed,5
4286,Hardwood,Conifer,2
4287,Hardwood,Conifer,2
4288,Riparian,Hardwood,2
4289,Riparian,Riparian,2
4290,Riparian,Riparian,1
4291,Hardwood,Developed,5
4292,Riparian,Hardwood,2
4293,Hardwood,Conifer-Hardwood,2
4294,Hardwood,Hardwood,2
4295,Riparian,Hardwood,1
4296,Hardwood-Conifer,Hardwood,2
4297,Hardwood-Conifer,Riparian,2
4298,Hardwood-Conifer,Conifer,2
4299,Hardwood,Developed-High Intensity,5
4300,Hardwood,Developed-Medium Intensity,5
4301,Hardwood,Developed,5
4302,Hardwood-Conifer,Hardwood,2
4303,Hardwood,Developed,5
4304,Riparian,Riparian,2
4305,Riparian,Hardwood,1
4306,Riparian,Developed,5
4307,Hardwood,Agricultural,4
4308,Riparian,Developed,5
4309,Hardwood-Conifer,Conifer,2
4310,Riparian,Exotic Tree-Shrub,3
4311,Hardwood,Riparian,2
4312,Riparian,Riparian,2
4313,Riparian,Hardwood,1
4314,Hardwood,Conifer,2
4315,Hardwood,Hardwood,2
4316,Riparian,Agricultural,4
4317,Riparian,Conifer,2
4318,Hardwood,Developed,5
4319,Hardwood,Developed-Low Intensity,5
4320,Hardwood-Conifer,Riparian,2
4321,Riparian,Riparian,2
4322,Riparian,Agricultural,4
4323,Riparian,Riparian,2
4324,Riparian,Developed,5
4325,Riparian,Agricultural,4
4326,Hardwood-Conifer,Riparian,2
4327,Riparian,Developed-Roads,5
4328,Riparian,Conifer,2
4329,Riparian,Agricultural,4
4330,Hardwood,Developed,5
4331,Hardwood-Conifer,Conifer-Hardwood,2
4332,Riparian,Agricultural,4
4333,Riparian,Developed,5
4334,Hardwood-Conifer,Hardwood,2
4335,Riparian,Developed,5
4336,Riparian,Riparian,2
4337,Riparian,Riparian,1
4338,Riparian,Developed,5
4339,Riparian,Riparian,2
4340,Riparian,Riparian,1
4341,Riparian,Developed,5
4342,Hardwood-Conifer,Conifer,2
4343,Hardwood,Developed,5
4344,Riparian,Riparian,2
4345,Hardwood-Conifer,Agricultural,4
4346,Hardwood-Conifer,Hardwood,2
4347,Hardwood-Conifer,Developed-Roads,5
4348,Riparian,Conifer,2
4349,Hardwood-Conifer,Hardwood,2
4350,Riparian,Developed-Roads,5
4351,Riparian,Agricultural,4
4352,Riparian,Riparian,2
3243,Conifer,Riparian,1
4354,Riparian,Riparian,2
4355,Hardwood-Conifer,Riparian,1
4356,Riparian,Riparian,2
4357,Hardwood-Conifer,Developed,5
4358,Hardwood-Conifer,Hardwood,2
4359,Hardwood-Conifer,Developed-Low Intensity,5
4360,Hardwood-Conifer,Developed,5
4361,Hardwood-Conifer,Developed,5
4362,Hardwood-Conifer,Developed,5
4363,Riparian,Developed,5
4364,Hardwood-Conifer,Developed,5
3388,Conifer,Riparian,2
4366,Hardwood-Conifer,Agricultural,4
4367,Riparian,Developed,5
4368,Hardwood-Conifer,Developed-Roads,5
4369,Riparian,Conifer-Hardwood,2
4370,Riparian,Conifer-Hardwood,2
4371,Hardwood,Riparian,2
4372,Hardwood-Conifer,Developed,5
4373,Hardwood-Conifer,Developed-Low Intensity,5
4374,Hardwood-Conifer,Developed,5
4375,Hardwood-Conifer,Developed-Medium Intensity,5
4376,Hardwood,Riparian,2
4377,Riparian,Developed,5
4378,Hardwood-Conifer,Hardwood,2
4379,Hardwood-Conifer,Conifer,2
4380,Hardwood-Conifer,Developed,5
4381,Hardwood-Conifer,Conifer,2
4382,Hardwood-Conifer,Developed,5
4383,Hardwood,Riparian,2
4384,Hardwood-Conifer,Riparian,2
4385,Riparian,Hardwood,2
4386,Hardwood,Hardwood,2
4387,Riparian,Riparian,1
4388,Riparian,Riparian,1
4389,Riparian,Conifer-Hardwood,1
4390,Hardwood,Developed,5
4391,Hardwood-Conifer,Developed,5
4392,Riparian,Conifer-Hardwood,2
4393,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
4394,Hardwood-Conifer,Conifer-Hardwood,2
4395,Riparian,Riparian,2
4396,Hardwood,Agricultural,4
4397,Hardwood,Developed,5
4398,Hardwood,Developed,5
4399,Hardwood,Developed-Low Intensity,5
4400,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
4401,Riparian,Conifer-Hardwood,2
4402,Hardwood,Hardwood,2
4403,Hardwood,Conifer,1
4404,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
4405,Hardwood,Hardwood,2
4406,Hardwood,Developed,5
4407,Hardwood,Riparian,2
4408,Hardwood,Conifer-Hardwood,2
4409,Hardwood,Conifer,2
4410,Hardwood,Developed,5
4411,Hardwood,Riparian,2
3443,Conifer,Riparian,2
4413,Hardwood,Conifer,2
4414,Hardwood,Riparian,2
4415,Hardwood,Exotic Tree-Shrub,3
4416,Riparian,Riparian,2
4417,Hardwood,Conifer,1
4418,Hardwood,Conifer-Hardwood,2
4419,Hardwood,Conifer-Hardwood,2
4420,Hardwood-Conifer,Riparian,2
4421,Hardwood,Agricultural,4
4422,Hardwood,Riparian,2
4423,Riparian,Riparian,2
4424,Hardwood,Riparian,1
4425,Hardwood,Agricultural,4
4426,Hardwood,Riparian,2
4427,Hardwood,Riparian,2
4428,Hardwood,Riparian,2
4429,Hardwood,Hardwood,2
4430,Riparian,Conifer-Hardwood,1
4431,Hardwood,Riparian,2
4432,Riparian,Riparian,2
4433,Hardwood,Developed,5
4434,Riparian,Agricultural,4
4435,Hardwood-Conifer,Riparian,2
4436,Hardwood,Developed-High Intensity,5
4437,Hardwood,Riparian,2
4438,Riparian,Riparian,2
4439,Riparian,Riparian,1
3448,Conifer,Riparian,1
4441,Hardwood-Conifer,Riparian,2
4442,Hardwood,Developed,5
3490,Conifer,Riparian,2
3494,Conifer,Riparian,2
4445,Riparian,Riparian,2
4446,Hardwood,Riparian,1
3502,Conifer,Riparian,2
3503,Conifer,Riparian,2
3507,Conifer,Riparian,2
4450,Hardwood,Developed,5
4451,Riparian,Agricultural,4
4452,Hardwood-Conifer,Agricultural,4
4453,Riparian,Developed,5
4454,Hardwood-Conifer,Agricultural,4
4455,Riparian,Agricultural,4
4456,Riparian,Riparian,2
4457,Riparian,Riparian,1
4458,Hardwood,Developed,5
4459,Riparian,Conifer,2
4460,Hardwood,Conifer,2
4461,Hardwood,Riparian,2
4462,Hardwood,Riparian,2
3509,Conifer,Riparian,2
4464,Riparian,Developed,5
4465,Riparian,Developed-Medium Intensity,5
4466,Hardwood,Grassland,2
4467,Riparian,Grassland,2
4468,Hardwood,Agricultural,4
4469,Hardwood-Conifer,Hardwood,2
4470,Hardwood-Conifer,Conifer,2
4471,Riparian,Riparian,2
4472,Riparian,Riparian,1
4473,Hardwood-Conifer,Riparian,1
4474,Hardwood,Riparian,2
4475,Hardwood-Conifer,Hardwood,2
4476,Hardwood-Conifer,Conifer-Hardwood,2
4477,Hardwood-Conifer,Hardwood,2
4478,Hardwood-Conifer,Conifer,2
4479,Hardwood-Conifer,Agricultural,4
4480,Hardwood-Conifer,Agricultural,4
4481,Hardwood-Conifer,Grassland,2
4482,Hardwood-Conifer,Riparian,2
4483,Hardwood-Conifer,Riparian,2
4484,Hardwood-Conifer,Riparian,2
4485,Hardwood-Conifer,Riparian,2
4486,Hardwood-Conifer,Riparian,2
4487,Hardwood-Conifer,Riparian,2
3582,Conifer,Riparian,2
4489,Hardwood-Conifer,Hardwood,2
4490,Hardwood-Conifer,Conifer,2
4491,Riparian,Hardwood,2
4492,Hardwood-Conifer,Agricultural,4
4493,Riparian,Riparian,2
4494,Riparian,Riparian,1
4495,Hardwood,Grassland,1
4496,Hardwood-Conifer,Riparian,2
3583,Conifer,Riparian,2
4498,Riparian,Grassland,2
4499,Riparian,Grassland,2
4500,Hardwood-Conifer,Hardwood,2
4501,Riparian,Grassland,2
4502,Hardwood,Riparian,2
4503,Hardwood-Conifer,Grassland,2
4504,Riparian,Agricultural,4
4505,Riparian,Agricultural,4
4506,Riparian,Agricultural,4
4507,Hardwood,Riparian,2
4508,Riparian,Riparian,2
4509,Riparian,Grassland,1
4510,Riparian,Conifer-Hardwood,2
4511,Hardwood-Conifer,Agricultural,4
4512,Hardwood-Conifer,Conifer,2
4513,Hardwood-Conifer,Conifer-Hardwood,2
4514,Riparian,Riparian,2
3607,Conifer,Riparian,1
4516,Hardwood-Conifer,Agricultural,4
4517,Riparian,Riparian,2
4518,Riparian,Grassland,1
4519,Hardwood,Conifer-Hardwood,2
4520,Riparian,Grassland,2
4521,Hardwood,Developed-Low Intensity,5
4522,Hardwood,Developed,5
4523,Hardwood,Developed,5
4524,Riparian,Riparian,2
4525,Hardwood,Developed,5
4526,Hardwood,Agricultural,4
4527,Hardwood,Riparian,2
4528,Hardwood,Agricultural,4
3619,Conifer,Riparian,2
4530,Riparian,Riparian,2
4531,Hardwood,Riparian,1
3624,Conifer,Riparian,2
3684,Conifer,Riparian,2
4534,Hardwood,Developed,5
4535,Hardwood,Developed-Roads,5
4536,Hardwood,Developed,5
4537,Hardwood,Hardwood,2
3758,Conifer,Riparian,1
4539,Hardwood,Developed,5
4540,Hardwood,Developed,5
4541,Hardwood,Developed,5
4542,Hardwood,Developed,5
4543,Hardwood,Developed,5
4544,Riparian,Riparian,2
4545,Hardwood-Conifer,Agricultural,4
4546,Hardwood-Conifer,Grassland,2
4547,Riparian,Developed,5
4548,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,4
4549,Riparian,Riparian,2
4550,Hardwood,Riparian,1
4551,Hardwood,Developed,5
4552,Hardwood,Developed-Roads,5
4553,Hardwood,Developed-Low Intensity,5
4554,Hardwood,Developed,5
4555,Hardwood,Conifer-Hardwood,2
4556,Hardwood,Hardwood,2
4557,Hardwood,Developed-Medium Intensity,5
4558,Hardwood,Developed,5
4559,Hardwood-Conifer,Developed-Roads,5
4560,Hardwood-Conifer,Conifer-Hardwood,2
4561,Hardwood-Conifer,Hardwood,2
4562,Hardwood,Agricultural,4
4563,Hardwood,Riparian,2
4564,Hardwood,Agricultural,4
4565,Riparian,Agricultural,4
4566,Hardwood,Agricultural,4
4567,Hardwood,Conifer-Hardwood,2
4568,Riparian,Agricultural,4
4569,Hardwood-Conifer,Agricultural,4
4570,Hardwood,Conifer-Hardwood,2
4571,Hardwood,Agricultural,4
4572,Riparian,Agricultural,4
4573,Hardwood,Riparian,2
4574,Riparian,Riparian,2
4575,Hardwood,Hardwood,1
4576,Hardwood,Exotic Herbaceous,3
4577,Riparian,Riparian,2
4578,Riparian,Riparian,1
4579,Riparian,Conifer-Hardwood,1
4580,Hardwood-Conifer,Developed,5
4581,Riparian,Riparian,2
4582,Riparian,Hardwood,1
4583,Riparian,Agricultural,4
4584,Hardwood,Riparian,2
4585,Hardwood,Agricultural,4
4586,Riparian,Riparian,2
4587,Hardwood,Riparian,1
4588,Hardwood,Agricultural,4
4589,Hardwood,Conifer,2
4590,Hardwood,Riparian,2
4591,Hardwood,Agricultural,4
4592,Hardwood,Hardwood,2
4593,Hardwood,Conifer,1
4594,Riparian,Developed,5
4595,Riparian,Developed,5
4596,Riparian,Developed,5
4597,Riparian,Developed,5
4598,Hardwood,Agricultural,4
4599,Riparian,Developed,5
4600,Hardwood,Developed,5
4601,Hardwood,Developed,5
4602,Riparian,Developed-High Intensity,5
4603,Hardwood,Developed,5
4604,Hardwood,Riparian,2
4605,Hardwood,Developed,5
4606,Hardwood,Developed-High Intensity,5
4607,Hardwood-Conifer,Agricultural,4
4608,Hardwood-Conifer,Conifer-Hardwood,2
4609,Hardwood-Conifer,Agricultural,4
4610,Riparian,Hardwood,2
4611,Hardwood,Riparian,2
4612,Riparian,Developed-High Intensity,5
4613,Riparian,Conifer-Hardwood,2
4614,Hardwood,Riparian,2
4615,Riparian,Conifer-Hardwood,2
4616,Riparian,Conifer-Hardwood,2
4617,Hardwood-Conifer,Riparian,2
4618,Hardwood,Riparian,2
4619,Riparian,Riparian,2
3774,Conifer,Riparian,1
4621,Riparian,Developed,5
4622,Hardwood,Riparian,2
4623,Riparian,Developed,5
4624,Riparian,Riparian,2
4625,Riparian,Riparian,1
4626,Riparian,Conifer-Hardwood,1
4627,Hardwood-Conifer,Developed,5
4628,Riparian,Developed,5
4629,Riparian,Riparian,2
4630,Riparian,Riparian,1
4631,Hardwood-Conifer,Hardwood,1
4632,Hardwood-Conifer,Conifer-Hardwood,2
4633,Hardwood-Conifer,Riparian,2
4634,Hardwood,Riparian,2
4635,Hardwood,Hardwood,2
4636,Hardwood-Conifer,Riparian,1
4637,Riparian,Riparian,2
4638,Hardwood,Conifer-Hardwood,1
4639,Hardwood,Agricultural,4
4640,Hardwood,Riparian,2
4641,Hardwood,Hardwood,2
4642,Hardwood,Riparian,1
4643,Hardwood,Conifer-Hardwood,2
4644,Riparian,Riparian,2
4645,Hardwood,Shrubland,1
4646,Hardwood,Riparian,2
4647,Riparian,Riparian,2
4648,Riparian,Riparian,1
4649,Hardwood,Riparian,1
4650,Riparian,Hardwood,2
4651,Hardwood,Riparian,2
4652,Riparian,Riparian,2
4653,Riparian,Riparian,1
4654,Hardwood,Riparian,1
3783,Conifer,Riparian,2
4656,Hardwood,Riparian,2
4657,Hardwood,Riparian,2
4658,Hardwood,Riparian,2
4659,Riparian,Riparian,2
4660,Riparian,Riparian,1
4661,Hardwood,Riparian,1
4662,Riparian,Riparian,2
4663,Hardwood,Developed-Low Intensity,5
4664,Hardwood,Developed-Medium Intensity,5
4665,Riparian,Agricultural,4
4666,Hardwood,Developed-High Intensity,5
4667,Hardwood-Conifer,Riparian,2
4668,Riparian,Conifer-Hardwood,2
4669,Riparian,Riparian,2
4670,Riparian,Hardwood,1
4671,Hardwood,Exotic Herbaceous,3
4672,Hardwood,Conifer-Hardwood,2
4673,Hardwood-Conifer,Conifer-Hardwood,2
4674,Hardwood,Agricultural,4
4675,Riparian,Riparian,2
4676,Hardwood-Conifer,Riparian,1
4677,Riparian,Riparian,2
4678,Hardwood,Developed,5
3842,Conifer,Riparian,2
4680,Hardwood,Riparian,2
4681,Hardwood-Conifer,Hardwood,2
3857,Conifer,Riparian,2
3859,Conifer,Riparian,2
4684,Hardwood,Developed,5
4685,Hardwood-Conifer,Riparian,2
4686,Hardwood,Developed-Medium Intensity,5
4687,Riparian,Hardwood,2
3889,Conifer,Riparian,2
4689,Hardwood-Conifer,Riparian,2
3892,Conifer,Riparian,2
4691,Hardwood,Hardwood,2
4692,Hardwood,Developed,5
4693,Hardwood-Conifer,Riparian,2
4694,Hardwood,Developed,5
4695,Hardwood,Developed,5
4696,Hardwood,Conifer-Hardwood,2
4697,Hardwood-Conifer,Hardwood,2
3902,Conifer,Riparian,2
4699,Hardwood,Developed,5
4700,Hardwood-Conifer,Hardwood,2
4701,Riparian,Hardwood,2
4702,Hardwood,Developed,5
4703,Hardwood,Hardwood,2
4704,Hardwood,Hardwood,1
4705,Hardwood,Agricultural,4
4706,Hardwood,Conifer-Hardwood,2
4707,Hardwood,Hardwood,2
4708,Hardwood-Conifer,Hardwood,1
4709,Hardwood,Hardwood,2
4710,Riparian,Hardwood,1
4711,Hardwood,Agricultural,4
4712,Riparian,Riparian,2
4713,Hardwood,Agricultural,4
4714,Hardwood,Agricultural,4
4715,Hardwood,Developed,5
4716,Hardwood,Agricultural,4
4717,Hardwood,Conifer,2
4718,Riparian,Riparian,2
3935,Conifer,Riparian,1
4720,Riparian,Agricultural,4
4721,Riparian,Riparian,2
4722,Riparian,Conifer,1
4723,Hardwood,Developed,5
4724,Hardwood-Conifer,Riparian,2
4725,Riparian,Riparian,2
4726,Hardwood,Agricultural,4
4727,Hardwood,Agricultural,4
4728,Riparian,Agricultural,4
4729,Hardwood-Conifer,Agricultural,4
4730,Hardwood,Agricultural,4
3999,Conifer,Riparian,2
4732,Hardwood-Conifer,Riparian,2
4733,Hardwood-Conifer,Riparian,2
4000,Conifer,Riparian,2
4735,Hardwood-Conifer,Hardwood,2
4736,Hardwood,Hardwood,2
4737,Riparian,Riparian,1
4003,Conifer,Riparian,1
4739,Hardwood,Hardwood,2
4740,Riparian,Hardwood,1
4741,Hardwood-Conifer,Hardwood,2
4742,Hardwood,Hardwood,2
4743,Riparian,Riparian,1
4744,Hardwood,Hardwood,1
4745,Riparian,Hardwood,1
4746,Riparian,Hardwood,2
4005,Conifer,Riparian,2
4748,Riparian,Hardwood,2
4749,Hardwood,Hardwood,2
4750,Hardwood,Agricultural,4
4751,Hardwood,Agricultural,4
4752,Hardwood,Conifer,2
4753,Hardwood,Riparian,2
4754,Riparian,Hardwood,2
4755,Hardwood,Hardwood,2
4756,Hardwood,Exotic Tree-Shrub,3
4757,Hardwood,Riparian,2
4758,Hardwood,Conifer,2
4759,Hardwood,Hardwood,2
4760,Hardwood,Agricultural,4
4761,Hardwood,Conifer-Hardwood,2
4762,Riparian,Agricultural,4
4763,Hardwood,Riparian,2
4764,Hardwood,Riparian,2
4765,Hardwood,Riparian,2
4766,Riparian,Riparian,2
4767,Hardwood,Riparian,1
4768,Riparian,Hardwood,2
4769,Riparian,Riparian,2
4770,Hardwood,Riparian,1
4771,Hardwood-Conifer,Grassland,2
4772,Hardwood-Conifer,Riparian,2
4773,Hardwood,Conifer-Hardwood,2
4774,Hardwood,Hardwood,2
4775,Riparian,Hardwood,1
4776,Hardwood,Exotic Tree-Shrub,3
4777,Hardwood,Hardwood,2
4778,Hardwood,Hardwood,1
4779,Hardwood,Conifer-Hardwood,1
4780,Riparian,Developed,5
4781,Riparian,Conifer,2
4782,Riparian,Riparian,2
4783,Riparian,Conifer,1
4784,Riparian,Riparian,2
4785,Riparian,Riparian,1
4786,Riparian,Riparian,1
4787,Riparian,Hardwood,1
4788,Riparian,Exotic Herbaceous,3
4789,Riparian,Riparian,2
4790,Riparian,Conifer,1
4791,Riparian,Riparian,2
4792,Riparian,Hardwood,1
4793,Riparian,Hardwood,2
4794,Riparian,Conifer,2
4795,Riparian,Developed,5
4796,Riparian,Riparian,2
4797,Riparian,Developed-Low Intensity,5
4798,Riparian,Riparian,2
4799,Riparian,Developed,5
4800,Riparian,Developed,5
4801,Riparian,Developed-Roads,5
4802,Riparian,Exotic Herbaceous,3
4803,Riparian,Developed,5
4804,Riparian,Agricultural,4
4805,Hardwood,Conifer-Hardwood,2
4806,Hardwood-Conifer,Developed,5
4807,Riparian,Agricultural,4
4808,Riparian,Agricultural,4
4809,Hardwood,Riparian,2
4031,Conifer,Riparian,2
4811,Hardwood,Riparian,2
4812,Hardwood,Riparian,2
4813,Hardwood,Exotic Tree-Shrub,3
4814,Hardwood,Hardwood,2
4815,Hardwood,Riparian,1
4816,Hardwood,Riparian,2
4817,Riparian,Hardwood,2
4818,Riparian,Riparian,2
4819,Hardwood,Hardwood,1
4820,Hardwood,Riparian,1
4821,Hardwood,Riparian,2
4822,Hardwood,Riparian,2
4823,Hardwood,Developed-High Intensity,5
4824,Riparian,Riparian,2
4825,Hardwood,Riparian,1
4826,Hardwood,Agricultural,4
4827,Hardwood,Riparian,2
4828,Riparian,Riparian,2
4829,Riparian,Riparian,1
4830,Hardwood,Hardwood,1
4831,Riparian,Riparian,1
4832,Riparian,Riparian,1
4833,Hardwood,Riparian,1
4834,Hardwood-Conifer,Riparian,2
4835,Hardwood,Riparian,2
4836,Riparian,Hardwood,2
4837,Hardwood,Riparian,2
4838,Riparian,Hardwood,2
4839,Hardwood,Riparian,2
4840,Hardwood-Conifer,Hardwood,2
4841,Riparian,Riparian,2
4842,Hardwood,Riparian,1
4843,Hardwood-Conifer,Hardwood,2
4844,Riparian,Riparian,2
4035,Conifer,Riparian,1
4042,Conifer,Riparian,2
4047,Conifer,Riparian,2
4848,Hardwood-Conifer,Riparian,2
4849,Hardwood,Riparian,2
4850,Riparian,Hardwood,2
4851,Hardwood,Agricultural,4
4852,Hardwood,Conifer-Hardwood,2
4853,Hardwood,Developed,5
4854,Hardwood-Conifer,Agricultural,4
4855,Riparian,Conifer,2
4856,Riparian,Riparian,2
4857,Riparian,Conifer,1
4858,Riparian,Developed,5
4859,Riparian,Hardwood,2
4860,Riparian,Developed-Roads,5
4861,Riparian,Hardwood,2
4862,Riparian,Conifer-Hardwood,2
4863,Riparian,Riparian,2
4864,Hardwood,Developed,5
4865,Hardwood,Developed,5
4866,Riparian,Agricultural,4
4867,Hardwood,Riparian,2
4051,Conifer,Riparian,2
4869,Riparian,Conifer,2
4870,Riparian,Agricultural,4
4871,Riparian,Hardwood,2
4872,Riparian,Exotic Herbaceous,3
4873,Riparian,Conifer,2
4874,Riparian,Riparian,2
4875,Riparian,Riparian,1
4876,Riparian,Riparian,1
4877,Riparian,Riparian,1
4878,Riparian,Conifer-Hardwood,1
4879,Riparian,Riparian,2
4880,Riparian,Riparian,1
4881,Riparian,Agricultural,4
4882,Riparian,Riparian,2
4883,Riparian,Conifer,1
4884,Riparian,Riparian,2
4885,Riparian,Developed,5
4886,Riparian,Riparian,2
4887,Hardwood,Hardwood,1
4888,Riparian,Riparian,1
4889,Riparian,Riparian,1
4890,Riparian,Developed,5
4891,Riparian,Riparian,2
4892,Riparian,Riparian,1
4893,Riparian,Riparian,1
4894,Hardwood,Exotic Tree-Shrub,3
4895,Hardwood,Developed,5
4896,Hardwood,Developed,5
4897,Riparian,Developed,5
4898,Riparian,Developed,5
4899,Hardwood,Developed,5
4900,Riparian,Conifer,2
4901,Riparian,Hardwood,2
4902,Riparian,Riparian,2
4903,Hardwood,Developed-High Intensity,5
4904,Riparian,Agricultural,4
4905,Riparian,Developed,5
4906,Riparian,Developed,5
4907,Riparian,Developed-Roads,5
4908,Riparian,Developed,5
4909,Riparian,Developed,5
4910,Riparian,Agricultural,4
4911,Riparian,Agricultural,4
4912,Riparian,Developed-Medium Intensity,5
4913,Riparian,Agricultural,4
4914,Riparian,Developed,5
4915,Riparian,Agricultural,4
4916,Riparian,Conifer-Hardwood,2
4917,Hardwood,Agricultural,4
4918,Riparian,Conifer,2
4919,Riparian,Riparian,2
4920,Riparian,Riparian,1
4921,Riparian,Riparian,1
4922,Riparian,Hardwood,1
4923,Riparian,Riparian,2
4924,Riparian,Developed-High Intensity,5
4925,Riparian,Hardwood,2
4926,Riparian,Agricultural,4
4927,Hardwood,Developed,5
4928,Hardwood,Riparian,2
4929,Riparian,Agricultural,4
4930,Hardwood,Riparian,2
4931,Hardwood,Riparian,2
4932,Riparian,Conifer,2
4933,Riparian,Conifer,2
4934,Hardwood,Riparian,2
4935,Riparian,Developed,5
4936,Riparian,Developed,5
4937,Riparian,Developed,5
4938,Hardwood,Riparian,2
4939,Riparian,Conifer-Hardwood,2
4940,Riparian,Developed-Low Intensity,5
4941,Riparian,Developed,5
4942,Hardwood,Riparian,2
4943,Riparian,Developed,5
4944,Riparian,Hardwood,2
4945,Riparian,Developed,5
4946,Hardwood,Agricultural,4
4947,Riparian,Riparian,2
4948,Riparian,Developed,5
4949,Riparian,Hardwood,2
4950,Riparian,Developed,5
4951,Riparian,Conifer,2
4952,Riparian,Riparian,2
4953,Riparian,Riparian,1
4954,Riparian,Developed-Medium Intensity,5
4955,Riparian,Agricultural,4
4956,Riparian,Developed,5
4957,Hardwood,Agricultural,4
4958,Hardwood,Agricultural,4
4959,Riparian,Exotic Herbaceous,3
4960,Riparian,Agricultural,4
4961,Riparian,Riparian,2
4962,Riparian,Riparian,1
4963,Hardwood,Riparian,1
4964,Riparian,Agricultural,4
4965,Riparian,Riparian,2
4966,Hardwood-Conifer,Agricultural,4
4967,Hardwood,Riparian,2
4968,Riparian,Riparian,2
4969,Riparian,Riparian,1
4970,Riparian,Riparian,1
4971,Riparian,Agricultural,4
4972,Riparian,Agricultural,4
4973,Riparian,Agricultural,4
4974,Riparian,Riparian,2
4975,Riparian,Riparian,1
4976,Hardwood,Agricultural,4
4977,Riparian,Exotic Tree-Shrub,3
4978,Riparian,Agricultural,4
4979,Riparian,Developed-High Intensity,5
4980,Riparian,Developed,5
4981,Riparian,Developed,5
4982,Riparian,Agricultural,4
4983,Riparian,Hardwood,2
4984,Riparian,Hardwood,2
4985,Riparian,Riparian,2
4986,Riparian,Developed,5
4987,Riparian,Conifer,2
4988,Riparian,Riparian,2
4989,Riparian,Developed,5
4990,Riparian,Riparian,2
4991,Riparian,Developed-High Intensity,5
4992,Riparian,Agricultural,4
4993,Riparian,Exotic Tree-Shrub,3
4994,Riparian,Riparian,2
4995,Grassland,Agricultural,4
4996,Grassland,Agricultural,4
4997,Grassland,Agricultural,4
4057,Conifer,Riparian,2
4999,Grassland,Hardwood,2
5000,Riparian,Hardwood,2
5001,Grassland,Riparian,2
5002,Grassland,Riparian,2
5003,Grassland,Riparian,2
5004,Hardwood,Hardwood,2
5005,Hardwood-Conifer,Riparian,1
5006,Riparian,Hardwood,2
5007,Hardwood,Riparian,2
4058,Conifer,Riparian,2
5009,Riparian,Riparian,2
5010,Hardwood-Conifer,Riparian,1
5011,Hardwood,Riparian,2
4060,Conifer,Riparian,2
5013,Hardwood,Riparian,2
5014,Hardwood,Riparian,2
5015,Hardwood,Riparian,2
5016,Hardwood,Riparian,2
4156,Conifer,Riparian,2
5018,Hardwood,Hardwood,2
5019,Riparian,Riparian,1
5020,Hardwood,Developed,5
5021,Hardwood,Hardwood,2
5022,Hardwood,Hardwood,1
5023,Hardwood,Conifer-Hardwood,1
5024,Riparian,Riparian,2
5025,Hardwood,Grassland,1
5026,Hardwood,Hardwood,2
5027,Hardwood,Riparian,1
5028,Hardwood,Riparian,2
5029,Hardwood,Riparian,2
5030,Hardwood,Hardwood,2
5031,Riparian,Riparian,1
5032,Riparian,Riparian,1
5033,Hardwood,Riparian,1
5034,Hardwood,Riparian,2
5035,Hardwood,Developed,5
4159,Conifer,Riparian,2
4365,Conifer,Riparian,2
5038,Riparian,Hardwood,2
5039,Riparian,Developed,5
5040,Hardwood,Riparian,2
5041,Hardwood,Riparian,2
5042,Riparian,Riparian,2
5043,Riparian,Riparian,1
5044,Hardwood,Grassland,1
5045,Hardwood,Riparian,2
5046,Hardwood,Riparian,2
5047,Riparian,Hardwood,2
5048,Riparian,Developed,5
5049,Riparian,Developed,5
5050,Riparian,Developed,5
5051,Hardwood-Conifer,Hardwood,2
5052,Riparian,Agricultural,4
5053,Hardwood,Exotic Herbaceous,3
5054,Riparian,Agricultural,4
5055,Riparian,Exotic Tree-Shrub,3
4440,Conifer,Riparian,2
5057,Riparian,Agricultural,4
5058,Riparian,Developed-Low Intensity,5
5059,Riparian,Developed,5
5060,Hardwood,Agricultural,4
5061,Hardwood,Agricultural,4
5062,Riparian,Agricultural,4
5063,Riparian,Hardwood,2
5064,Riparian,Developed,5
5065,Riparian,Developed,5
4443,Conifer,Riparian,2
5067,Riparian,Conifer-Hardwood,2
5068,Riparian,Developed,5
5069,Riparian,Developed-Medium Intensity,5
5070,Riparian,Developed,5
5071,Riparian,Agricultural,4
5072,Riparian,Developed-High Intensity,5
5073,Riparian,Conifer-Hardwood,2
5074,Riparian,Hardwood,2
5075,Riparian,Hardwood,2
5076,Hardwood,Riparian,2
5077,Riparian,Riparian,2
5078,Hardwood,Conifer,1
